"","","Date","Time","Session","Presenter","Venue","Title","Abstract"
"41","⊕","2018-07-11","15:45","Reproducibility","Filip Krikava","TBD","Automated unit test generation using genthat","Your package has examples and vignettes of its overall functionality but no unit tests for individual functions. Writing those is no fun. Yet, when something goes wrong, unit tests are your best tool to quickly pinpoint errors. The genthat package can generate unit tests for you in the popular testthat format. Moreover, it can also be used to create reproductions when you find a bug in someone else’s code. There, instead of generating passing test cases it will generate the smallest, purposefully failing, one.
Genthat does not magically create new tests out of the blue, instead it simply extracts the smallest possible test fragments from existing code. It does that by recording the input arguments and return values of all function called by clients of your package. The generated tests concentrate on single functions and test them independently of each other. Therefore a failing test usually locates the error more precisely that a failing chunk of application code. Trying it out on random set of 1500 CRAN packages, genthat managed to reproduce 80% of all function calls, increasing the unit test coverage from 19% to 54%. In this talk we present genthat and discuss testing R code."
"42","⊕","2018-07-11","15:45","Reproducibility","Dan Wilson","TBD","Practical R Workflows","Learn how R can be used to create reproducible workflows for practical use in business. As analysts and data scientists we often need to repeat our work time and time again. Sometimes this will be the exact same task, other times it may be a slight variation for another client or stakeholder. 

This talk will demonstrate a real-world set of workflows established at The Data Collective designed to reduce the amount of copy/paste type actions to a few function calls that get the repetitive actions out of the way, so you can focus on the important parts of your job. Find out how to overcome the challenges of a repeatable workflow and make your life easier."
"43","⊕","2018-07-12","10:30","Applications in health and environment","Mark Padgham","TBD","tRansport tools for the World (Health Organization)","The World Health Organization (WHO) contracted us to provide actionable evidence for the redesign of urban transport policies to help rather than hinder human health. That means more active transport.  Designing cost-effective policies to get people walking and cycling requires insight into where, when, how, and why people currently travel.  This is challenging, especially in cities with limited resources, data, or analysis capabilities.  We briefly describe some technical details of our 'Active Transport Toolkit' (ATT), but the primary focus will be the context that led to the WHO contract and where we plan to go next.  We argue that useRs are well-placed to provide openly available, global-scale, transparent tools for policy making.  It was the flexibility of the R language and the supportiveness of its community - notably including ROpenSci, which hosts two of our packages - that enabled us to develop the ATT in a way that makes it flexible enough to capture citys' unique characteristics while providing a consistent user interface.  The talk will conclude with a outline of lessons learned from the perspective of others wanting to create R tools to inform policy."
"44","⊕","2018-07-12","10:30","Applications in health and environment","Philip Dyer","TBD","Models of global marine biodiversity: an exercise in mixing R markdown, parallel processing and caching on supercomputers","R has become the standard language in ecology for statistics and modelling. If a technique has been published in mathematical ecology it has an R package. Even the data sets have an R package! The size of data sets in ecology has been growing to the point where global analysis of ecological data can be considered. At the same time powerful statistical techniques that rely on randomly permuting the data, such as bootstrapping, have become more popular. These are exciting times, but how do we get R to process our large data sets with computationally expensive algorithms without waiting forever to get results? For those new to R, or at least new to big data in R, I have some tips, techniques and packages to help you get going. I have benefited from using R markdown and Knitr to make short transcript files. I have also made use of caching to avoid recalculating big models and using parallel processing to calculate the models faster in the first place."
"45","⊕","2018-07-12","10:30","Applications in health and environment","Chris Hansen","TBD","Enabling Analysts: Embracing R in a National Statistics Office","Stats NZ has recently adopted R as an approved analytical tool, and more recently for use in production of official outputs.  Since adoption, R has had significant uptake, and has been a great enabler for analysts.  R is more expressive and flexible than the existing tools, allowing them to more easily solve a variety of problems.  R is deployed on powerful servers, so users have a generous supply of memory and cores, meaning large datasets can be handled, and long-running computations parallelised.  Analysts access R using R Studio Server, and this IDE itself has had a number of positive impacts--the use of RStudio projects and R markdown documents in particular helps analysts work in a more organised way, and ensures work is reproducible.  Our statistical platforms can now also use R.  This is done via OpenCPU which enables remote exection of function via an HTTP API.  That is, OpenCPU can be used to call functions in internally developed packages as web services. This has proven useful as we transition to a more service oriented architecture.  In this talk we describe the R environment at Stats NZ, it’s implications for analysts, and provide examples of its use in practice."
"46","⊕","2018-07-12","10:30","Applications in health and environment","Tracy Huang","TBD","Developing an Uncertainty Toolbox for Agriculture: a closer look at Sensitivity Analysis","Digiscape is one of 8 Future Science Platforms in CSIRO focussed on delivering new analytics in the digital age to better inform agricultural systems in the face of uncertainty. The Uncertainty Toolbox is one of 15 projects within Digiscape trying to make a difference to the way models are interpreted, reported and communicated in practice for decision-making. Uncertainty is front and centre of every modelling problem but it is sometimes difficult to quantify and challenging to communicate. 
The Sensitivity Analysis workflow focuses on developing a general framework for sensitivity analysis to inform the modeller about key parameters of interest and refine the model so it can be used in a robust way to make predictions and forecasts with uncertainties. We focus on methods applicable for large scale, non-monotonic problems that develop variance based approaches to sensitivity analysis using emulators. As such, the framework for developing this workflow in R becomes important for transparency and usability.  We will outline the design steps for constructing this workflow using the latest object oriented systems available in R and give a demonstration of the tool using Shiny."
"47","⊕","2018-07-12","10:30","Models and methods for biology and beyond","Zachary Foster","TBD","Taxa and metacoder:  R packages for parsing, visualization, and manipulation of taxonomic data","Modern microbiome research is producing datasets that are difficult to manipulate and visualize due to the hierarchical nature of taxonomic classifications. The “taxa” package provides a set of classes for the storage and manipulation of taxonomic data. Classes range from simple building blocks to project-level objects storing multiple user-defined datasets mapped to a taxonomy. It includes parsers that can read in taxonomic information in nearly any form. It also provides functions modeled after dplyr for manipulating a taxonomy and associated datasets such that hierarchical relationships between taxa as well as mappings between taxa and data are preserved. We hope taxa will provide a basis for an ecosystem of compatible packages. We have also developed the metacoder package for visualizing hierarchical data. Metacoder implements a novel visualization called heat trees that use the color and size of nodes and edges on a taxonomic tree to quantitatively depict up to 4 statistics. This allows for rapid exploration of data and information-dense, publication-quality graphics. This is an alternative to the stacked barcharts typically used in microbiome research."
"48","⊕","2018-07-12","10:30","Models and methods for biology and beyond","Saswati Saha","TBD","Multiple testing approaches for evaluating the effectiveness of a drug combination in a multiple-dose factorial design.","Drug combination trials are often motivated from the fact that using existing drugs in combination might prove to be more productive than the existing drug alone and less expensive than producing an entirely new drug. Several approaches have been explored for developing statistical methods that compare fixed (single) dose combinations to its component.  However, the extension of these approaches to a multiple dose combination clinical trial is not always so simple. Considering these facts we have proposed three approaches by which we can provide confirmatory assurance that combination of two or more drugs is more effective than the component drug alone. These approaches involved multiple comparisons in multilevel factorial design where the type 1 error is controlled by bonferroni test, bootstrap test, and a union intersection test where the least favorable null configuration has been considered. We have also built a R package implementing the above approaches and in this presentation we would like to  demonstrate how this R package can be used in a drug combination trial. We will also demonstrate how these three approaches are performing when benchmarked with an existing approach."
"49","⊕","2018-07-12","10:30","Models and methods for biology and beyond","Bill Lattner","TBD","Modeling Heterogeneous Treatment Effects with R","Randomized experiments have become ubiquitous in many fields. Traditionally, we have focused on reporting the average treatment effect (ATE) from such experiments. With recent advances in machine learning, and the overall scale at which experiments are now conducted, we can broaden our analysis to include heterogeneous treatment effects. This provides a more nuanced view of the effect of a treatment or change on the outcome of interest. Going one step further, we can use models of heterogeneous treatment effects to optimally allocate treatment.

In this talk will provide a brief overview of heterogeneous treatment effect modeling. We will show how to apply some recently proposed methods using R, and compare the results of each using a question wording experiment from the General Social Survey. Finally, we will conclude with some practical issues in modeling heterogeneous treatment effects, including model selection and obtaining valid confidence intervals."
"50","⊕","2018-07-12","10:30","Models and methods for biology and beyond","Asya Shklyar","TBD","Building an HPC Infrastructure at a Liberal Arts college","The buildout of an HPC infrastructure for a Liberal Arts college, from design stage to implementation, with the technology stack, the reasoning behind choosing the technologies, and some interesting use cases."
"51","⊕","2018-07-12","10:30","Learning and teaching","François Michonneau","TBD","Lessons learned from developing R-based curricula across disciplines","The Carpentries is a non-profit volunteer organization that teaches scientists with no or little programming experience foundational skills in coding, data science, and best-practices for reproducible research. We offer 2-day workshops for a variety of disciplines including Ecology, Genomics, Geospatial analysis, and Social Sciences. With 1300+ instructors who have taught 500+ workshops on all continents, we worked with our community of instructors to assemble evidence-based curricula using results from research on teaching and learning. We have developed detailed short- and long-term assessments to evaluate the effectiveness and level of satisfaction of our learners after attending a workshop, as well as the impact on their research and careers 6 months or more afterwards. We find that workshop participants program more often, are more confident, and use programming practices that the report make them more efficient and reproducible. Here, we will present the lessons we learned about developing curricula based on teaching R to novices across diverse disciplines, and the strategies we use to instill the desire to continue learning after attending our workshops."
"52","⊕","2018-07-12","10:30","Learning and teaching","Matthias Gehrke","TBD","Student Performance and Acceptance of Technology in a Statistics Course Based on R mosaic - Results from a Pre- and Post-Test Survey","In the last years there is movement towards simulation-based inference (e.g., bootstrapping and randomization tests) in order to improve students' understanding of statistical reasoning (see e.g. Chance et al. 2016). The R package mosaic was developed with a ""minimal R"" approach to simplify the introduction of these concepts (Pruim et al. (2017)). 

With a pre and post survey we analysed whether students improved in understanding as well as in acceptance of R during a one semester statistics course in economically related Bachelor and Master programs. These courses were held by different lecturers at multiple locations in Germany. At our private university of applied sciences for professionals studying while working the use of R is compulsory in all statistical courses.

While conceptual understanding was evaluated by a subset of the modified CAOS inventory (like Chance et al. (2016)) the acceptance and use of technology was collected by using an adopted version of UTAUT2 (Venkatesh et al. (2012))."
"53","⊕","2018-07-12","10:30","Learning and teaching","Mette Langaas","TBD","Teaching statistics - with all learning resources written in R Markdown","In applied courses in statistics it is important for the student to see a mix of theory, practical examples and data analyses. Being able to study the R code used to produce the data analyses, and to run and modify the R code will give the student hands on experience, which again may lead to increased theoretical understanding.
I will tell about my experiences with producing and using learning material written in R Markdown in two courses in statistics at the Norwegian University of Science and Technology. One course is at the master level (Generalized linear models) with few students (35) and a mix of plenary and interactive lectures. The other course is at the bachelor level (Statistical learning) with more students (70)."
"54","⊕","2018-07-12","10:30","Learning and teaching","Peter Dalgaard","TBD","What's in a name?  20 years of R release management","In this talk, I will go through the history of R releases since 1997. I will  discuss the role of the R Core Team with special emphasis on development principles and release management issues. A few ""war stories"" will also be included.  Some light will be thrown on the choice of release names since 2011."
"55","⊕","2018-07-12","10:30","Data handling","Chester Ismay","TBD","Statistical Inference: A Tidy Approach using R","How do you code-up a permutation test in R? What about an ANOVA or a chi-square test? Have you ever been uncertain as to exactly which type of test you should run given the data and questions asked? The `infer` R package was created to unite common statistical inference tasks into an expressive and intuitive framework to alleviate some of these struggles and make inference more intuitive. This talk will focus on developing an understanding of the design principles of the package, which are firmly motivated by Hadley Wickham's tidy tools manifesto. It will also discuss the implementation, centered on the common conceptual threads that link a surprising range of hypothesis tests and confidence intervals. Lastly, we'll dive into some examples of how to implement the code of the `infer` package via different data sets and variable scenarios. The package is aimed to be useful to new students of statistics as well as seasoned practitioners."
"56","⊕","2018-07-12","10:30","Data handling","Thomas Lumley","TBD","Subsampling and one-step polishing for generalised linear models","Using only a commodity laptop it's possible to fit a generalised linear model to a dataset from about a million to a billion rows by first fitting to a subset and then doing a one-step update. The method depends on a bit of asymptotic theory, some sampling, the Fisher scoring algorithm, efficient R-database interfaces, and a little of the tidyverse."
"57","⊕","2018-07-12","10:30","Data handling","James Hester","TBD","Glue strings to data in R","String interpolation, evaluating a variable name to a value within a string, is
a feature of many programming languages including Python, Julia, Javascript,
Rust, and most Unix Shells. R's `sprintf()` and `paste()` functions provide
some of this functionality, but have limitations which make them cumbersome to
use. There are also some existing add on packages with similar functionality,
however each has drawbacks.

The glue package <http://glue.tidyverse.org/> performs robust string
interpolation for R. This includes evaluation of variables and arbitrary R code,
with a clean and simple syntax. Because it is dependency-free, it is easy to
incorporate into packages. In addition, glue provides an extensible interface
to perform more complex transformations; such as `glue_sql()` to construct
SQL queries with automatically quoted variables.

This talk will show how to utilize glue to write beautiful code which is
easy to read, write and maintain. We will also discuss ways to best use glue when
performance is a concern. Finally we will create custom glue functions tailored
towards specific use cases, such as JSON construction, colored messages, emoji
interpolation and more."
"58","⊕","2018-07-12","10:30","Data handling","Max Kuhn","TBD","Data Preprocessing using Recipes","The recipes package can be used as a replacement for model.matrix as well as a general feature engineering tool. The package uses a dplyr-like syntax where a specification for a sequence of data preprocessing steps are created with the execution of these steps deferred until later. Data processing recipes can be created sequentially and intermediate results can be cached. An example is used to illustrate the basic recipe functionality and philosophy."
"59","⊕","2018-07-12","10:30","Statistical modeling","John Fox","TBD","New Features in the car and effects Packages","The widely used car and effects packages are associated with Fox
and Weisberg, An R Companion to Applied Regression, the third
edition of which will be published this year. In preparation, we
have released the substantially revised version 3.0-0 of the car
package and version 4.0-1 of the effects package.

The car package focuses on tools, many of them graphical, that are
useful for applied regression analysis (linear, generalized linear, mixed-effects models, etc.), including tools for preparing, examining, and transforming
data prior to specification of a regression model, and tools that
are useful for assessing regression models that have been fit to
data. The effects packages focuses on graphical methods for
interpreting regression models that have been fit to data.

Among the many changes and improvements to the packages are a
reconceptualization of effect displays, which we call ""predictor
effects""; the ability to add partial residuals to effect plots of
arbitrary complexity; simplification to the arguments of plotting
functions; new and improved functions for summarizing and testing
statistical models; and improved methods for selecting variable
transformations."
"60","⊕","2018-07-12","10:30","Statistical modeling","Rainer Hirk","TBD","mvord: An R Package for Fitting Multivariate Ordinal Regression Models","The R package mvord implements composite likelihood estimation in the class of multivariate ordinal regression models with probit and a logit link. A flexible modeling framework for multiple ordinal measurements on the same subject is set up, which takes into consideration the dependence among the multiple observations by employing different error structures. Heterogeneity in the error structure across the subjects can be accounted for by the package, which allows for covariate dependent error structures. In addition, regression coefficients and threshold parameters are varying across the multiple response dimensions in the default implementation. However, constraints can be defined by the user if a
reduction of the parameter space is desired. The proposed multivariate framework is illustrated by means of a credit risk application."
"61","⊕","2018-07-12","10:30","Statistical modeling","Heather Turner","TBD","PlackettLuce: Modelling Rankings Data","This talk introduces the CRAN package PlackettLuce for fitting the Plackett-Luce model to rankings. This model estimates the worth of items being ranked by viewing a ranking as a set of consecutive choices and modelling the probability of an item being chosen above others as the ratio of that item's worth to the total worth of the items from which the choice is made.

PlackettLuce offers several advantages over competing approaches to fit the Plackett-Luce model in R. Firstly it is flexible in the type of rankings that can be handled, in particular it can handle ties, partial rankings and sets of rankings that do not satisfy the conditions for maximum likelihood estimation, for example because one item always comes first in its rankings. Secondly it enables inference on the worth estimates by providing model-based standard errors along with a method for obtaining quasi-standard errors, which don't depend on the identifiability constraints. Finally it provides a method to to work with the psychotree package to fit Plackett-Luce trees.

This presentation will include a novel application of Plackett-Luce trees to data from a citizen science project in agricultural development."
"62","⊕","2018-07-12","10:30","Statistical modeling","Joachim Schwarz","TBD","Partial Least Squares with formative constructs and a binary target variable","During the last years, the use of PLS became more and more important for the modelling of dependencies between latent variables as an alternative to classical structural equation modelling. However, a non-metric target variable in combination with formatively measured constructs is still a particular challenge for the PLS-approach.
By using the plspm package (Sanchez/Trinchera/Russolillo 2017), we tested a model from the human resources management field. Main goal of this model is to examine the moderating and mediating role of meaning at work for the relationship between several social, personal, environmental and motivational job characteristics and the intention to quit as a manifest binary target variable. 
Coping with the complexity of the model, consisting of more than 70 latent variables, all formatively measured, many of them one indicator constructs, there are some pitfalls in the application of the plspm package, but due to the flexibility of R, it is possible even to evaluate such a complex model."
"63","⊕","2018-07-12","10:30","Better data performance","David Cooley","TBD","Starting with geospatial data in Shiny, and knowing when to stop","Theme:
Coupling R with geospatial databases to reduce the calculations and data in R and improve shiny app speed


Like any web page, Shiny apps need to be quick and responsive for a better user experience. Doing complex calculations and storing large data objects will slow the app.  Therefore, it's often desirable to remove as much of this as possible from the app.  

The talk will demonstrate

- Using MongoDB as a geospatial database
- Querying & returning geospatial data to R from MongoDB
- Comparison and benchmarking of geospatial operations in R vs on the database server
- Applying this to a shiny app with a demonstration, highlighting the pros & cons
- Introducing the latest updates to the `googleway` package for displaying data and using Google Map tools through R
- Using Google Maps to trigger database queries and operations"
"64","⊕","2018-07-12","10:30","Better data performance","Jeffrey O. Hanson","TBD","prioritizr: Systematic conservation prioritization in R","Biodiversity is in crisis. To prevent further declines, protected areas need to be established in places that will achieve conservation objectives for minimal cost. However, existing decision support tools tend to offer limited customizability and can take a long time to deliver solutions. To overcome these limitations and help prioritize conservation efforts in a transparent and reproducible manner, here we present the prioritizr R package. Inspired by the tidyverse principles, this R package provides a flexible interface for articulating, building and solving conservation planning problems. In contrast to existing tools, the prioritizr R package uses integer linear programming (ILP) techniques to mathematically formulate and solve conservation problems. As a consequence, the prioritizr R package can find solutions that are guaranteed to be optimal and in record time. By finding solutions to problems that are relevant to the species, ecosystems, and economic factors in areas of interest, conservation scientists, planners, and decision makers stand a far greater chance at enhancing biodiversity. For more information, visit https://github.com/prioritizr/prioritizr."
"65","⊕","2018-07-12","10:30","Better data performance","Remy Gavard","TBD","Using R to pre-process ultra-high-resolution mass spectrometry data of complex mixtures.","Scientists are able to determine over hundreds of thousands of components in crude oil using Fourier transform ion cyclotron resonance mass spectrometry (FTICR-MS). The statistical tools required to analyse the mass spectra struggle to keep pace with advancing
instrument capabilities and increasing quantities of data. Today most ultrahigh resolution analyses for complex mixture samples are based on single, labour-intensive, experiments.
We present a new algorithm developed in R named Themis to jointly pre-process replicate measurements of a complex sample analysed using FTICR-MS. This improves consistency as a preliminary step to assigning chemical compositions, and the algorithm has a quality control criterion. Through the use of peak alignment and an adaptive mixture model-based strategy, it is possible to distinguish true peaks from noise.
Themis demonstrated a more effective removal of noise-related peaks and the preservation and improvement of the chemical composition profile. Themis enabled the isolation of peaks that would have otherwise been discarded using traditional peak picking (based upon signal-to-noise ratio alone) for a single spectrum."
"66","⊕","2018-07-12","10:30","Better data performance","Murray Cameron","TBD","Exceeding the designer's expectation","Statistical methods and their software implementation are generally designed for a particular class of applications. However, the nature of data, analysis and statisticians is that uses of the methods are envisaged that extend the application.  Sometimes the reason is the nature of the data, sometimes it is a new type of model and sometimes it is the limitations of the software available. Software for regression and for generalised linear models have regularly been used in 'non-standard' ways.  We will discuss some examples, considering some changepoint models in particular and emphasise some old lessons for software developers."
"67","⊕","2018-07-12","14:00","Lightning","Alan Pearse","TBD","SSNDesign -- An R Package for Optimal Designs on Spatial Stream Networks","Optimal experimental designs maximise the information gained from limited samples. Optimal designs are paramount when precise predictions or parameter estimates are required but data collection is resource intensive. R packages exist to find optimal designs for a few settings; e.g. AlgDesign and OPDOE. However, to our knowledge, there are no R packages for optimal design problems for stream and river networks. Stream networks provide a unique design challenge due to their branching structure and flow accumulation as water moves downstream. Given these statistical challenges and the importance of healthy freshwater ecosystems, computational tools for designing effective monitoring programs on streams with minimal cost for maximum impact are sorely needed. Here, we present SSNdesign; an R package for finding optimal designs on stream networks. This package relies on the S4 SpatialStreamNetwork object and models implemented in the package SSN. It has functionality for finding optimal designs for estimating model parameters and making predictions on stream networks. Users can also define utility functions for their own design problems."
"68","⊕","2018-07-12","14:00","Lightning","Tatiana Marci","TBD","Using Factor Mixture Analysis in Developmental Psychology: An Application to Research on Parent-child Attachment","Factor Mixture Analysis (FMA) is a useful tool to explore data from potentially heterogeneous populations using a crossbred of both categorical and continuous latent variables. Briefly, this approach allows to explore the underlying factorial structure of a theoretical construct, while simultaneously detecting unobserved subgroups in the study population. Thus, FMA becomes particularly useful to investigate psychological phenomena assumed to be categorical and continuous at the same time, and when the source of heterogeneity in the considered population may be not directly observed. Despite these advantages, its application within the psychological sciences remains limited. The current study aims to illustrate the utility of FMA within the context of attachment research in developmental psychology. By presenting a real data example concerning the latent structure of attachment in middle childhood, this work provides a practical example of FMA application using the FactMixtAnalyses package (Viroli, 2011). Furthermore, we will describe ad hoc R functions to assist in the interpretation of results. Benefits and drawbacks of applying FMA to this research area will be discussed."
"69","⊕","2018-07-12","14:00","Lightning","Gi-Seop Lee","TBD","Evaluations of the machine learning models in the coastal habitat classification","A ‘short-neck clam’ (Ruditapes philippinarum) is one of the most important commercial shellfish. The amount of the shellfish production has been severely reduced due to the unexpected invasion of the ‘Japanese mud shrimp’ (Upogebia major) in some Korean tidal flats. Thus, it is highly required to know the habitat suitability for both organisms. In this study, the diverse simulations of the habitat classification were carried out using the available habitat data of the U. major and R. philippinarum. Supervised learning methods such as decision tree, k-Nearest Neighbor (kNN), Support Vector Machine (SVM) and Artificial Neural Network (ANN) were used with the three optimal clusters defined by R package ‘NbClust’. The decision trees were applied ‘bagging’ and ‘adaboost’ algorithms. Based on the simulation results, the prediction accuracies of each model in case of using the test data are estimated to be about 55-65%. This is considered to be due to outlier effects, and the overfitting problem due to the relatively small number of samples. In many biological data, these are still challenging problems."
"70","⊕","2018-07-12","14:00","Lightning","Koji Makiyama","TBD","Magic Functions to Obtain Results from 'for' Loops in R","The function 'for' is one of the most popular functions in R. As you know, it is used to create loops. We think there is an inconvenience of 'for' loops in R. It is that the results you get will be gone away. So we have created a package to store the results automatically. To do it, you only need to cast one line spell 'magic_for.' For instance, to calculate squared values for 1 to 3 using 'for' loop and 'print' function is very easy. However, it becomes too much hassle to change such codes to store displayed results. You must prepare some containers with correct length for storing results and change 'print' function to assignment statements. Moreover, in such or more troublesome situations like where you have to store many variables, codes will grow more complex. The 'magicfor' package makes to resolve the problem with keep readability. You just add one line 'magic_for()' before 'for' loops. Once you call 'magic_for,' you can just execute 'for' as usual, the results will be stored in memory automatically. You can obtain the results using 'magic_result.' We introduce how to use the magic."
"71","⊕","2018-07-12","14:00","Lightning","Yuya Matsumura","TBD","Easy Writing of Bayesian Optimizaion for Macine Learning","In many machine learning algorithms, tuning  hyperparameters is one of the most important point. Bayesian optimization (Shahriari et al., 2015) is a method for tuning hyperparameters faster and more efficient than grid search that searches all grids in parameter space. In R, combination of rBayesianOptimization package and some machine learning packages such as e1071 or ranger enable Bayesian optimization for hyperparameter tuning.  However, it was troublesome to write codes for Bayesian optimization using those packages because we must make a complicated function to maximize, then write as code to execute Bayesian optimization. This is very confusing, hard to try and try and error. MlBayesOpt package (Matsumura, 2017, https://cran.r-project.org/web/packages/MlBayesOpt/index.html) is a very convenient to write this work. This package requires to execute Bayesian optimization only a dataframe, column name of label to classify (or regress), and column names of feature vectors. For example, there are 32 lines of a source using combination of packages, but 5 lines of that using MlBayesOpt package."
"72","⊕","2018-07-12","14:00","Lightning","Jeremy Forbes","TBD","Using Australian census data to describe electorates' socio-economic profiles at the time of a federal election.","In Australia, the House of Representatives is divided into 150 seats, each representing an electoral division, and each divisions' boundaries are revised periodically. Federal elections generally occur every three years, but electorate boundaries can change in between elections.  The Australian Bureau of Statistics conducts a Census of Population and Housing every five years, and updates its record of electorate boundaries in July each year, in accordance with the official electoral commission's boundaries.  This research looks at matching and estimating the socio-economic profile of each electorate at the time of a federal election.  To accurately estimate profiles, each election is initially paired with the Census data taken closet to the election date. Many elections do not occur in the same year as a census, and are matched with data from nearby years. Differences between these dates are adjusted for using spatial analysis and time-series forecasts.  This work is an update for the eechidna package, which contains Australian census and election data, and tools for visualisation and analysis.  PS. An update can be provided closer to date. Research has only recently commenced."
"73","⊕","2018-07-12","14:00","Lightning","Jessica Bagnall","TBD","Analysing the voting patterns of the Senate of the 45th Australian Parliament via fully-visible Boltzmann machines","The 45th Australian Senate—following the 2016 federal election—contains the largest crossbench since the expansion of the Senate in 1950. Of the 20 Senators who make up the crossbench, 7 minor parties were elected.  We analyse the party-level voting patterns of the parties of the Senate of the 45th Australian parliament by modelling the crossbench via a fully-visible Boltzmann machine, a probabilistic graphical network that arises from the neural networks literature, in order to determine the various influences that each party has on each other, and to evaluate the relative pro- (or anti-) government stances of the aforementioned parties.  We describe the required estimations and computations that are performed via our R package BoltzMM—available at github.com/andrewthomasjones/BoltzMM. The package implements the MM algorithm for maximum pseudolikelihood estimation of FVBM models of Nguyen and Wood (Neural Computation, 2016), and uses the asymptotic normality results of Nguyen and Wood (IEEE T Neural Networks and Learning Systems, 2016) for inferential computations."
"74","⊕","2018-07-12","14:00","Lightning","Florian Schwendinger","TBD","Readability Prediction in R","Readability prediction is commonly used to assess the comprehensibility of a given text. Early approaches focus on the development of readability scores (e.g.  Fog-Index, Dale-Chall, Flesch Reading Ease). Most of these readability scores are based on the number of words, number of sentences, number of syllables and number of words which are not present in a predefined list. Current research in the field of linguistics suggests that these scores are often misleading and models which combine Natural Language Processing (NLP) and statistical learning should be used instead. This research presents how a state-of-the-art readability prediction can be implemented in R by utilizing the tools available from the StanfordCoreNLP package. The StanfordCoreNLP package and its companions can be installed from https://datacube.wu.ac.at/."
"75","⊕","2018-07-12","14:00","Lightning","Aswi Aswi","TBD","Comparison of different Bayesian spatio-temporal models using R packages","There is a growing number of packages in R for modelling spatio-temporal data. In this presentation, we will review and compare a number of spatio-temporal Bayesian models using R. We will focus on two R packages, namely R-INLA (Integrated Nested Laplace Approximation) and CARBayesST and describe the different spatio-temporal models available. We examine six and five Bayesian spatio temporal models using CARBayes and R-INLA, respectively. We will illustrate the application of these models and packages through a case study on dengue cases, in Makassar, Indonesia. Model performance will be compared using goodness of fit such as Deviance Information Criteria (DIC). The computational speed and ease of using these packages makes them a very attractive option for Bayesian spatio-temporal modelling."
"76","⊕","2018-07-12","14:00","Lightning","Janek Thomas","TBD","Automatic gradient boosting","Well-qualified data scientist are not a dime a dozen. Instead, employees being not very familiar with data analysis are often called to do the job. Automatic machine learning can help those persons to perform predictive modeling with high performing machine learning tools without having much experience. This is achieved by making those applications parameter-free, i.e. only the data is required as input. Projects like Auto-WEKA or auto-sklearn aim to solve the Combined Algorithm Selection and Hyperparameter optimization (CASH) problem resulting in a huge optimization space. However, for most real world applications, only few different learning algorithms are required to deliver superior performances. autoxgboost simplifies this idea one step further and the CASH problem to taking Gradient Boosting as a single learning algorithm in combination with intelligent model based hyperparameter tuning. It is based on the R-Packages mlr, mlrMBO and XGBoost. It also supports categorical variables due to special inbuilt factor feature encoding. Even though autoxgboost only uses one learner instead of a whole library, it provides comparable or even better performances."
"77","⊕","2018-07-12","14:00","Lightning","Awdhesh Yadav","TBD","Household and Community factor on under-five mortality in India: An application of multilevel cox proportional hazard model","The objective of this paper is to determine the important of community, household and individual level effect on under-five mortality in India. Using data from the latest round of Demographic Health Survey (DHS)-2005-06, multilevel cox proportional hazard analysis was performed on a nationally representative sample. The results indicate that pattern of under-five mortality were clustered within mothers and communities. The community level variables like region, place of residence, community poverty level, community education level, ethnic fractionalization index were significantly determine under-five mortality in India. The risk of under-five deaths was significantly higher for children residing in North, East and West regions compared to South region. In addition, the proportion of women in community completing secondary school were significantly more likely to increase the child survival. The household level variables like religion, caste and wealth index were significantly determining under-five mortality. The results suggest to address the contextual level factors to address under-five mortality in India"
"78","⊕","2018-07-12","14:00","Lightning","Jean-Michel Perraud","TBD","A suite of R packages for hydrological ensemble forecasting using Rcpp","Ensemble prediction techniques have been shown to produce more accurate predictions as well as formally quantify prediction uncertainty in a range of scientific applications. We present a suite of libraries for hydrological ensemble forecasts designed for use both in research and operations. The features of the C++ libraries are available from several high-level interactive languages including R. The suite currently comprises three main R packages for rainfall forecast post processing (RPP), semi-distributed ensemble hydrological modelling (SWIFT2) and multi-dimensional ensemble time series (uchronia). The packages are designed to offer concise commands for handling ensemble time series, input/output, model parameterisation and simulation execution. The native libraries purposely have a C API for maximising interoperability and foster a consistent use experience across high-level languages. Rcpp is used for surfacing the features in the R packages. Bespoke code for marshaling data, object lifetime management and generating glue code for Rcpp is already open source and suitable for reuse in similar technical contexts."
"79","⊕","2018-07-12","14:00","Lightning","Susanna Cramb","TBD","Bayesian disease mapping in R","Bayesian methods prominently feature in disease mapping, and R has multiple packages designed to enable efficient computation of assorted Bayesian spatial models.  Here we examine seven Bayesian models suitable for disease mapping and implement them using the R packages of R-INLA, CARBayes, R2WinBUGS and R2jags. Models considered included common approaches such as the BYM which smooth estimates over all adjacent areas, through to more recently introduced models that allowed for discontinuities between adjacent areas, as well as spline models. Simulated incidence data designed to represent a rare cancer (liver) and more common cancer (lung) were examined across 2153 areas in Australia. Model performance was compared on goodness of fit measures (WAIC, Moran’s I on residuals), computational time and convergence (Geweke). The packages themselves are also compared in terms of computational time and model flexibility. It is useful to consider several different models to understand the robustness of results when disease mapping. R has the capacity to enable a wide range of models to be considered, with the additional advantages of high quality visualisation of results."
